objectid	image_url	title	description	category
34lead	../images/34lead.jpg	Name Change 25th Anniversary, ca. 1982	Name Change 25th Anniversary James Creasman (at the podium) and Katherine Gammage (third from right) ca. 1982 Photographer: Charles Conley Charles Conley Photographs, University Archives UP UPC ASUG N35 1958 #88 James Creasman entered the Arizona State Teachers College as a student in 1931. Over a 54-year span he dedicated himself to his alma mater and left in 1984 after working a total of 36 years for the institution. While in school, he was student body president. He returned to ASC in 1947 to head the Alumni Association and serve as director of Special Projects. Creasman was also the driving force behind the final name change to ASU. Katherine Klink Gammage arrived at ASC as the wife of President Gammage in 1950. As a college president's wife, she was very supportive of the school, and particularly of the Name Change in 1958. Her contribution to the ASU community continued after the death of President Gammage, and included taking responsibility for gifts and grants to ASU as a forerunner of the Development Office. In addition, she founded the Friends of Music, the History Associates, the ASU Foundation, the Friends of Channel 8, and the ASU Library Associates. It has been said that she was responsible for many of the major private gifts at that time. She has also served on many ASU discussions and commissions on women's issues. The "first lady" of ASU passed away in 1997.	Leadership
35acpro	../images/35acpro.jpg	Ira D. Payne Training School, ca. 1949-50	Academic Freedom - Academic Programs Ira D. Payne Training School ca. 1949-50 UP UPC ASUD T72 1940s # 1	Academic Freedom - Academic Programs
35athlet	../images/35athlet.jpg	Women's Baseball 1934-35	Women's Baseball 1934-35 UE ASU Info File 1570 Softball	Campus Lives - Athletes
35casc	../images/35casc.jpg	Groundbreaking for Gammage Auditorium, 1960	Groundbreaking for Gammage Auditorium President Durham; Robert E. Mc Kee, builder; Mrs. Kay Gammage; Grady Gammage, Jr.; Willam Wesley Peters, Architect; and Mrs. Frank Lloyd Wright. 1960 UP UPC ASUP Durham, Homer Grady Gammage, Jr. uses a shovel for the symbolic groundbreaking of the Gammage Auditorium, a structure designed before his father's and Frank Lloyd Wright's deaths. Groundbreaking for Gammage Auditorium President Durham; Robert E. Mc Kee, builder; Mrs. Kay Gammage; Grady Gammage, Jr.; Willam Wesley Peters, Architect; and Mrs. Frank Lloyd Wright. 1960 UP UPC ASUP Durham, Homer	Campus Lives - Campus Scenes
35land	../images/35land.jpg	Aerial toward the north, 1940	Aerial toward the north from Arizona State Teachers College 1940 Pictorial Bulletin Number 7 Gilbert F. Brown Photographs Folder 1 of 1 Acc# 98-1929 The community of San Pablo is clearly visible at the foot of the Tempe Butte in 1940. Mexican families began selling their properties to ASU as early as 1954, and continued doing so until at least 1966 or 1967. Today, the dormitories along University from Rural Road west to Mill Avenue comprise some of this property.	Landmarks
35lead	../images/35lead.jpg	Communique, 1993-94	Communique - Classified Staff Council Newsletter 1993-94 38.8.10 c737 1993-94	Leadership
36athlet	../images/36athlet.jpg	Arizona State Teachers College Softball Team, 1938	Enlarge or Print this Image (Requires Acrobat Reader) ) Arizona State Teachers College Softball Team Sahauro pg. 78 131.15 V.23 1938 Archives Softball was first introduced in 1935 and was a hit from the start. Both intramural and intercollegiate competition were offered. Today softball is one of the most highly recognized women's sports in the U.S.	Campus Lives - Athletes
36casc	../images/36casc.jpg	Patrons at Gammage Auditorium, 1960s	Patrons at Gammage Auditorium 1960s UP UPC ASUB G353 #59	Campus Lives - Campus Scenes
36land	../images/36land.jpg	Soldiers marching south on College Avenue, 1940s	Soldiers marching south on College Avenue 1940s Gilbert E. Brown photographs Acc# 98-1929 #8 The soldiers are at the intersection of College Avenue and Tyler Mall where Hayden Library is now located. The fence that lines the street was removed in the 1950s. The Language and Literature building is now located in that area.	Landmarks
36lead	../images/36lead.jpg	Classified Information, ASU West, 1998	Classified Information, ASU West 1998 1014 C51	Leadership
37acpro	../images/37acpro.jpg	Industrial Arts Education, ca. 1934	Academic Freedom - Academic Programs Industrial Arts Education Tempe, Arizona ca. 1934 UP UPC ASUD I52 #6	Academic Freedom - Academic Programs
37athlet	../images/37athlet.jpg	ASU Softball, 1960s	ASU Softball 1960s Women's Athletic Association Scrapbook ACC# 93-1031 For more information on Women's softball, please visit: http://thesundevils.fansonly.com/	Campus Lives - Athletes
37casc	../images/37casc.jpg	State Press staff, 1960s	State Press staff 1960s Photographer: John Dutson UP UPC ASUB S886 S7 #1 Please visit the State Press online at:http://www.statepress.com/	Campus Lives - Campus Scenes
37land	../images/37land.jpg	Palm Walk, 1946	Palm Walk 1946 UP UPC ASUB P343 #19	Landmarks
37lead	../images/37lead.jpg	Classified Staff Council, 1991	Classified Staff Council December 16, 1991 pg. 8 0.5 Ar 47 Insight	Leadership
38acpro	../images/38acpro.jpg	Industrial Arts Education, ca. 1945	Academic Freedom - Academic Programs Industrial Arts Education Tempe, Arizona ca. 1945 UP UPC ASUD I52 #121	Academic Freedom - Academic Programs
38athlet	../images/38athlet.jpg	Softball Recent History, 1999	Softball Recent History ASU Softball Media Guide, 1999 pg. 24 34.27.9 Archives	Campus Lives - Athletes
38casc	../images/38casc.jpg	Commencement, June 4, 1963	Commencement, June 4, 1963 1963 UP UPC ASUP Homer Durham President G. Homer Durham with ASU's first Ph.D. recipients. Pictured are John H. Mabry, Virginia K. Maresca, and Jesse W. Jones. The fourth recipient, Montrose Wolf, is not in the photograph.	Campus Lives - Campus Scenes
38land	../images/38land.jpg	Students sitting on the fountain in front of Old Main, 1940	Students sitting on the fountain in front of Old Main 1940 UP UPC ASUB O42 #41 The fountain pictured was designed by WPA artist Emory Kopta in 1933 and built in stages during the mid- to late-1930s. The original design featured a full size flute player, which was reproduced in cement rather than bronze due to a lack of funds. The artist destroyed it. In 1970 a small clay model was bronzed and is now housed in the University Archives at Hayden Library. The sundial to the left in the photograph was donated to the school by the class of 1915. Students sitting on the fountain in front of Old Main 1940 UP UPC ASUB O42 #41	Landmarks
38lead	../images/38lead.jpg	Classified Staff open forum, Dr. Milton Glick, 1995	Classified Staff open forum, Dr. Milton Glick 1995 Business Affairs Ephemera	Leadership
39acpro	../images/39acpro.jpg	Industrial Arts, Aircraft Mechanics Class, ca. 1945	Academic Freedom - Academic Programs Industrial Arts, Aircraft Mechanics Class ca. 1945 UP UPC ASUD I52 #102	Academic Freedom - Academic Programs
39athlet	../images/39athlet.jpg	Volleyball, 1950s	Volleyball 1950s UP UPC ASUA V68 # 2 Volleyball was introduced by Sarah D. Hayden in 1921 and was part of the school's activities until 1938. Intercollegiate Volleyball resumed in 1973. For more information about ASU volleyball, please visit: http://thesundevils.fansonly.com/	Campus Lives - Athletes
39casc	../images/39casc.jpg	International Students from Toga, Africa, 1960s	International Students from Toga, Africa 1960s UP UPC ASUD IS88 #4 For more information about programs for international students, please visit the International Student Office at:http://www.asu.edu/studentlife/iso/	Campus Lives - Campus Scenes
39land	../images/39land.jpg	Married Student Dormitory, 1940s	Married Student Dormitory Victory Village were trailer homes brought in to house returning World War II veterans and their wives in 1946. The trailer park, centrally located between Mill Avenue and College Avenue, contained fifty units. Each unit had a heating system and was well outfitted with stoves, sinks, and bathrooms. Two studio couches pulled out to sleep four. Married Student Dormitory 1940s UP UPC ASUB V52 #11	Landmarks
39lead	../images/39lead.jpg	Classified Staff Rally, 1995	Classified Staff Rally February 7, 1995, Page 9 131.10 State Press	Leadership
40athlet	../images/40athlet.jpg	Volleyball Recent History, 1999	Volleyball Recent History ASU Volleyball Media Guide, 1999 pg.26 34.28 V86 Archives	Campus Lives - Athletes
40casc	../images/40casc.jpg	College Bowl, 1960s	College Bowl 1960s ACC# 93-0994 Members of the 1964 General Electric College Bowl team won four victories before they lost to Loyola University by 15 points. The group was coached by ASU Professor of English, Nick Salerno. College Bowl 1960s ACC# 93-0994	Campus Lives - Campus Scenes
40land	../images/40land.jpg	Plat, 1950s	Plat 1950s J.O. Grimes Papers UM USM 211	Landmarks
40lead	../images/40lead.jpg	Making memories	Making memories - Homecoming Insight East 2009 In 7 Archives	Leadership
41acpro	../images/41acpro.jpg	Name change Legislation being signed by Governor Sidney P. Osborn, 1945	Academic Freedom - Academic Programs Name change to "Arizona State College" Legislation being signed by Governor Sidney P. Osborn 1945 UP UPC ASUG N45 1945 #3	Academic Freedom - Academic Programs
41athlet	../images/41athlet.jpg	Tempe State Teachers College Archers, 1934-35 Team	Archery was first listed in the 1930 catalog as a women's sport. Local and out-of-state competitions continued through the late 1940s. In the 1950s archery became a co-ed activity and intercollegiate sport continuing until archery was discontinued in 1993. The teams were almost exclusively in first place for 13 years. Tempe State Teachers College Archers 1934-35 Team UP UPC ASUA A72 #1	Campus Lives - Athletes
41casc	../images/41casc.jpg	Campus police, 1963	Campus police 1963 UP UPC ASUD P82 #16 The Arizona State College campus patrol, organized in 1948, were students who patrolled the campus and worked closely with night watchmen and Tempe police. ASC campus was included in the Tempe police jurisdiction in 1951 and the campus patrol, which consisted of 10 students, became authorized police. The university campus security was authorized by the Arizona Legislature as an independent state police organization in 1967. Campus police 1963 UP UPC ASUD P82 #16 Visit the ASU Department of Public Safety online at:http://www.asu.edu/dps/	Campus Lives - Campus Scenes
